CustomerKey,GeographyKey,CustomerAlternateKey,MaritalStatus,Gender,SalaryYear,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer
20229,33,AW00020229,M,M,60000,2,2,Bachelors,Professional,1,1,2-5 Miles,Pacific,51,0
20230,19,AW00020230,M,M,60000,3,3,Bachelors,Professional,1,1,5-10 Miles,Pacific,46,0
20231,32,AW00020231,S,M,70000,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,51,0
20232,31,AW00020232,M,M,60000,3,3,Bachelors,Professional,1,2,5-10 Miles,Pacific,52,0
20233,16,AW00020233,S,F,60000,3,3,Bachelors,Professional,1,2,5-10 Miles,Pacific,52,0
20234,12,AW00020234,S,M,60000,4,4,Bachelors,Professional,1,3,10+ Miles,Pacific,52,0
20235,2,AW00020235,S,M,60000,4,4,Bachelors,Professional,1,3,5-10 Miles,Pacific,52,0
20236,33,AW00020236,S,M,60000,3,2,Bachelors,Professional,0,2,0-1 Miles,Pacific,53,1
20237,25,AW00020237,M,M,70000,0,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,53,0
20238,20,AW00020238,S,F,90000,2,0,Bachelors,Professional,1,0,1-2 Miles,Pacific,49,1
20239,2,AW00020239,M,F,90000,2,0,Bachelors,Professional,1,0,2-5 Miles,Pacific,38,1
20240,30,AW00020240,M,F,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,55,0
20241,9,AW00020241,M,M,60000,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,55,1
20242,18,AW00020242,M,M,120000,5,0,Graduate Degree,Management,0,2,0-1 Miles,Pacific,85,1
20243,33,AW00020243,S,F,100000,0,0,Graduate Degree,Management,0,1,5-10 Miles,Pacific,50,0
20244,22,AW00020244,S,F,100000,0,0,Graduate Degree,Management,0,1,1-2 Miles,Pacific,50,1
20245,34,AW00020245,S,M,100000,0,0,Graduate Degree,Management,1,1,2-5 Miles,Pacific,50,1
20246,25,AW00020246,M,F,100000,0,0,Bachelors,Professional,0,1,2-5 Miles,Pacific,45,1
20247,31,AW00020247,S,F,100000,0,0,Bachelors,Professional,0,1,2-5 Miles,Pacific,50,1
20248,35,AW00020248,M,F,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,56,0
20249,17,AW00020249,S,F,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,56,1
20250,23,AW00020250,M,M,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,56,0
20251,26,AW00020251,M,M,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,56,0
20252,6,AW00020252,M,M,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,51,0
20253,28,AW00020253,S,F,70000,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,46,1
20254,12,AW00020254,S,F,80000,5,5,Bachelors,Professional,1,4,1-2 Miles,Pacific,51,0
20255,18,AW00020255,M,F,80000,5,5,Bachelors,Professional,1,4,1-2 Miles,Pacific,45,0
20256,36,AW00020256,S,M,70000,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,47,1
20257,40,AW00020257,S,M,70000,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,47,0
20258,20,AW00020258,S,F,70000,0,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,42,1
20259,39,AW00020259,S,F,70000,0,0,Bachelors,Professional,0,2,5-10 Miles,Pacific,47,1
20260,21,AW00020260,S,M,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,54,1
20261,23,AW00020261,M,F,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,54,1
20262,37,AW00020262,M,M,70000,5,4,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,54,0
20263,16,AW00020263,S,M,70000,5,4,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,54,0
20264,28,AW00020264,S,M,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,49,1
20265,25,AW00020265,M,M,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,55,0
20266,31,AW00020266,M,F,70000,5,4,Partial College,Skilled Manual,0,2,0-1 Miles,Pacific,50,0
20267,7,AW00020267,M,F,70000,5,4,Partial College,Skilled Manual,1,3,5-10 Miles,Pacific,50,0
20268,36,AW00020268,M,M,70000,5,4,Partial College,Skilled Manual,1,3,5-10 Miles,Pacific,51,0
20269,32,AW00020269,M,M,10000,2,1,High School,Skilled Manual,0,2,0-1 Miles,Pacific,61,0
20270,329,AW00020270,M,M,30000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,40,0
20271,299,AW00020271,S,M,30000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,40,0
20272,609,AW00020272,S,M,40000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,41,0
20273,69,AW00020273,S,F,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,40,0
20274,607,AW00020274,M,M,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,40,0
20275,542,AW00020275,M,F,30000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,37,0
20276,637,AW00020276,S,F,30000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,36,0
20277,36,AW00020277,M,F,30000,2,0,Partial College,Clerical,0,2,0-1 Miles,Pacific,79,0
20278,311,AW00020278,M,F,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,39,0
20279,326,AW00020279,S,M,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,40,0
20280,53,AW00020280,S,M,30000,0,0,Partial High School,Clerical,0,2,5-10 Miles,North America,37,0
20281,607,AW00020281,S,M,40000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,37,1
20282,11,AW00020282,S,F,40000,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,78,0
20283,14,AW00020283,M,F,40000,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,70,1
20284,14,AW00020284,S,F,60000,2,0,Graduate Degree,Management,1,1,5-10 Miles,Pacific,73,1
20285,623,AW00020285,M,M,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,40,0
20286,298,AW00020286,S,F,40000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,40,0
20287,307,AW00020287,S,F,40000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,40,0
20288,329,AW00020288,S,M,40000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,41,0
20289,339,AW00020289,S,F,40000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,40,0
20290,369,AW00020290,S,M,40000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,40,0
20291,358,AW00020291,S,F,40000,0,0,High School,Skilled Manual,0,2,1-2 Miles,North America,41,1
20292,314,AW00020292,S,F,30000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,37,0
20293,339,AW00020293,S,F,30000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,42,0
20294,385,AW00020294,S,F,30000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,36,0
20295,642,AW00020295,M,M,60000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,43,1
20296,302,AW00020296,S,F,60000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,43,1
20297,299,AW00020297,S,F,130000,0,0,Graduate Degree,Management,0,2,0-1 Miles,North America,43,1
20298,301,AW00020298,S,M,150000,0,0,Graduate Degree,Management,0,0,2-5 Miles,North America,44,0
20299,54,AW00020299,M,F,90000,4,4,Bachelors,Management,1,1,1-2 Miles,North America,48,0
20300,68,AW00020300,S,M,90000,4,4,Partial College,Skilled Manual,0,2,1-2 Miles,North America,48,0
20301,609,AW00020301,M,F,90000,4,4,Partial College,Skilled Manual,1,3,0-1 Miles,North America,42,0
20302,302,AW00020302,S,F,130000,1,0,Graduate Degree,Management,0,3,0-1 Miles,North America,42,1
20303,310,AW00020303,M,M,160000,1,0,Graduate Degree,Management,1,1,5-10 Miles,North America,48,1
20304,644,AW00020304,S,M,40000,0,0,High School,Skilled Manual,0,2,1-2 Miles,North America,37,1
20305,298,AW00020305,S,M,30000,0,0,Partial College,Skilled Manual,0,1,5-10 Miles,North America,37,0
20306,311,AW00020306,S,F,30000,0,0,Partial College,Skilled Manual,0,1,5-10 Miles,North America,37,0
20307,312,AW00020307,S,F,30000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,37,0
20308,335,AW00020308,M,F,30000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,37,0
20309,7,AW00020309,M,F,10000,5,0,High School,Skilled Manual,1,4,5-10 Miles,Pacific,66,0
20310,337,AW00020310,S,M,60000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,37,1
20311,338,AW00020311,M,M,60000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,37,0
20312,54,AW00020312,M,M,40000,0,0,Partial High School,Clerical,0,2,1-2 Miles,North America,38,0
20313,536,AW00020313,S,M,40000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,38,0
20314,17,AW00020314,M,M,10000,2,1,High School,Skilled Manual,0,2,1-2 Miles,Pacific,69,0
20315,644,AW00020315,S,M,40000,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,38,0
20316,29,AW00020316,S,F,20000,4,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,70,0
20317,4,AW00020317,M,M,20000,4,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,70,0
20318,54,AW00020318,M,F,60000,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,39,1
20319,612,AW00020319,M,M,60000,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,45,1
20320,298,AW00020320,M,F,60000,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,45,1
20321,301,AW00020321,M,F,60000,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,45,1
20322,627,AW00020322,S,F,90000,0,0,Partial College,Professional,1,1,10+ Miles,North America,53,0
20323,634,AW00020323,S,M,90000,0,0,Partial College,Professional,0,2,0-1 Miles,North America,53,1
20324,298,AW00020324,M,F,100000,0,2,Partial College,Professional,1,2,2-5 Miles,North America,47,1
20325,345,AW00020325,S,M,130000,3,2,Bachelors,Management,0,4,1-2 Miles,North America,54,0
20326,358,AW00020326,M,F,130000,3,2,Bachelors,Management,1,4,1-2 Miles,North America,53,0
20327,358,AW00020327,M,F,130000,3,2,Bachelors,Management,1,4,1-2 Miles,North America,48,0
20328,359,AW00020328,M,F,150000,2,0,Bachelors,Management,1,4,0-1 Miles,North America,42,0
20329,383,AW00020329,M,M,160000,1,1,Bachelors,Management,1,4,0-1 Miles,North America,47,0
20330,65,AW00020330,M,M,80000,5,4,Partial College,Professional,1,2,5-10 Miles,North America,49,0
20331,609,AW00020331,M,M,90000,5,4,Partial College,Professional,1,4,5-10 Miles,North America,54,0
20332,609,AW00020332,M,M,90000,5,4,Partial College,Professional,1,4,5-10 Miles,North America,54,0
20333,614,AW00020333,S,F,100000,1,2,Partial College,Professional,0,3,1-2 Miles,North America,54,0
20334,298,AW00020334,M,M,110000,1,3,Bachelors,Management,1,1,5-10 Miles,North America,49,0
20335,310,AW00020335,S,M,110000,1,3,Bachelors,Management,0,3,1-2 Miles,North America,54,0
20336,311,AW00020336,M,M,110000,1,3,Bachelors,Management,1,3,1-2 Miles,North America,48,0
20337,331,AW00020337,M,M,120000,1,3,High School,Professional,1,4,5-10 Miles,North America,43,1
20338,334,AW00020338,S,F,130000,1,2,Bachelors,Management,0,4,0-1 Miles,North America,55,0
20339,337,AW00020339,M,F,130000,1,2,Bachelors,Management,1,4,2-5 Miles,North America,54,1
20340,343,AW00020340,M,F,130000,1,2,Bachelors,Management,1,4,2-5 Miles,North America,54,1
20341,52,AW00020341,M,M,70000,5,4,Partial College,Professional,1,3,5-10 Miles,North America,55,0
20342,611,AW00020342,M,F,80000,5,4,Partial College,Professional,1,3,1-2 Miles,North America,55,0
20343,623,AW00020343,M,F,90000,4,3,Partial College,Professional,1,1,1-2 Miles,North America,55,0
20344,300,AW00020344,M,F,110000,1,3,Bachelors,Management,1,3,2-5 Miles,North America,55,0
20345,300,AW00020345,S,F,110000,1,3,Bachelors,Management,1,3,5-10 Miles,North America,50,1
20346,359,AW00020346,S,F,130000,1,3,Bachelors,Management,0,3,0-1 Miles,North America,55,1
20347,361,AW00020347,M,F,160000,1,2,Bachelors,Management,1,4,2-5 Miles,North America,44,1
20348,372,AW00020348,S,F,160000,1,3,Bachelors,Management,0,2,0-1 Miles,North America,38,1
20349,347,AW00020349,M,F,60000,2,0,High School,Professional,0,2,5-10 Miles,North America,61,0
20350,59,AW00020350,M,F,60000,2,0,High School,Professional,0,2,1-2 Miles,North America,61,1
20351,298,AW00020351,M,F,70000,4,3,High School,Professional,1,0,5-10 Miles,North America,61,0
20352,536,AW00020352,M,F,70000,4,3,High School,Professional,1,0,5-10 Miles,North America,61,0
20353,331,AW00020353,S,F,80000,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,62,0
20354,43,AW00020354,M,M,80000,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,62,0
20355,548,AW00020355,S,F,80000,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,62,0
20356,536,AW00020356,M,M,40000,3,0,Partial College,Professional,0,2,1-2 Miles,North America,81,0
20357,627,AW00020357,M,F,50000,2,0,Graduate Degree,Management,1,2,5-10 Miles,North America,81,0
20358,644,AW00020358,M,M,50000,2,0,Graduate Degree,Management,1,2,1-2 Miles,North America,75,0
20359,298,AW00020359,M,F,60000,2,0,Graduate Degree,Management,1,2,5-10 Miles,North America,81,0
20360,329,AW00020360,M,F,120000,1,3,Graduate Degree,Management,1,4,2-5 Miles,North America,81,0
20361,612,AW00020361,M,M,50000,2,0,Graduate Degree,Management,1,2,5-10 Miles,North America,80,0
20362,644,AW00020362,M,M,60000,2,0,Graduate Degree,Management,0,2,1-2 Miles,North America,80,0
20363,314,AW00020363,S,M,90000,4,0,Bachelors,Management,1,2,5-10 Miles,North America,80,0
20364,383,AW00020364,M,F,130000,2,3,Graduate Degree,Management,1,3,2-5 Miles,North America,80,0
20365,609,AW00020365,M,M,90000,4,3,High School,Professional,1,2,5-10 Miles,North America,56,0
20366,326,AW00020366,M,M,120000,1,3,High School,Professional,1,4,2-5 Miles,North America,50,0
20367,334,AW00020367,M,F,120000,4,4,High School,Professional,0,2,2-5 Miles,North America,45,0
20368,372,AW00020368,S,M,80000,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,62,0
20369,539,AW00020369,S,M,80000,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,56,0
20370,618,AW00020370,M,M,70000,3,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,62,0
20371,358,AW00020371,M,F,60000,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,62,1
20372,542,AW00020372,M,F,60000,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,56,1
20373,52,AW00020373,M,F,60000,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,57,1
20374,322,AW00020374,M,M,60000,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,62,1
20375,71,AW00020375,S,F,70000,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,63,1
20376,311,AW00020376,S,F,70000,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,63,1
20377,543,AW00020377,M,M,70000,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,63,1
20378,612,AW00020378,M,M,60000,3,0,Graduate Degree,Management,1,2,1-2 Miles,North America,73,0
20379,298,AW00020379,S,F,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,79,0
20380,70,AW00020380,M,F,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,74,0
20381,627,AW00020381,M,M,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,78,0
20382,334,AW00020382,M,M,70000,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,78,1
20383,637,AW00020383,S,M,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,77,0
20384,329,AW00020384,M,M,60000,3,0,Graduate Degree,Management,0,2,1-2 Miles,North America,77,0
20385,631,AW00020385,M,M,70000,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,77,1
20386,335,AW00020386,M,F,70000,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,77,1
20387,301,AW00020387,M,M,60000,3,0,Graduate Degree,Management,0,2,1-2 Miles,North America,76,1
20388,609,AW00020388,M,F,70000,5,0,Graduate Degree,Management,0,2,1-2 Miles,North America,76,0
20389,607,AW00020389,M,M,70000,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,76,0
20390,611,AW00020390,S,M,70000,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,76,0
20391,311,AW00020391,M,F,70000,5,0,Graduate Degree,Management,1,2,1-2 Miles,North America,76,0
20392,352,AW00020392,M,F,80000,4,0,Bachelors,Management,1,2,5-10 Miles,North America,76,0
20393,326,AW00020393,S,F,80000,4,0,Bachelors,Management,1,2,5-10 Miles,North America,76,0
20394,631,AW00020394,M,F,50000,4,0,Bachelors,Management,1,2,1-2 Miles,North America,75,1
20395,302,AW00020395,S,F,50000,4,0,Bachelors,Management,0,2,1-2 Miles,North America,64,1
20396,312,AW00020396,S,M,50000,4,0,Bachelors,Management,1,2,10+ Miles,North America,75,0
20397,326,AW00020397,M,M,50000,4,0,Bachelors,Management,1,2,10+ Miles,North America,75,0
20398,352,AW00020398,S,F,70000,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,75,0
20399,626,AW00020399,M,M,50000,4,0,Bachelors,Management,1,2,1-2 Miles,North America,74,1
20400,322,AW00020400,M,F,50000,4,0,Bachelors,Management,1,2,1-2 Miles,North America,74,1
20401,302,AW00020401,M,F,50000,4,0,Bachelors,Management,1,2,1-2 Miles,North America,74,1
20402,33,AW00020402,M,M,20000,4,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,70,0
20403,26,AW00020403,M,M,20000,4,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,70,0
20404,29,AW00020404,S,M,10000,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,68,0
20405,358,AW00020405,S,M,70000,0,0,Partial College,Skilled Manual,0,2,0-1 Miles,North America,38,1
20406,37,AW00020406,M,F,20000,2,1,Partial High School,Clerical,1,2,1-2 Miles,Pacific,68,0
20407,19,AW00020407,M,M,20000,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,57,0
20408,612,AW00020408,S,M,40000,0,0,Partial High School,Clerical,1,2,5-10 Miles,North America,39,0
20409,641,AW00020409,S,F,40000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,39,0
20410,641,AW00020410,M,M,40000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,39,0
20411,316,AW00020411,M,M,60000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,39,0
20412,374,AW00020412,M,M,70000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,39,1
20413,299,AW00020413,M,F,60000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,40,0
20414,345,AW00020414,M,F,60000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,40,0
20415,17,AW00020415,M,F,20000,2,1,Partial High School,Clerical,1,2,1-2 Miles,Pacific,67,0
20416,20,AW00020416,S,M,30000,3,0,Partial College,Clerical,1,2,5-10 Miles,Pacific,61,1
20417,38,AW00020417,M,M,30000,3,0,Partial College,Clerical,0,2,5-10 Miles,Pacific,66,0
20418,6,AW00020418,M,M,30000,3,0,Partial College,Clerical,0,2,1-2 Miles,Pacific,66,1
20419,35,AW00020419,M,M,20000,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,60,0
20420,28,AW00020420,M,F,30000,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,65,1
20421,298,AW00020421,S,F,40000,0,0,Partial High School,Clerical,1,2,5-10 Miles,North America,36,0
20422,359,AW00020422,S,F,60000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,36,1
20423,19,AW00020423,S,F,30000,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,58,1
20424,40,AW00020424,M,F,30000,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,65,1
20425,12,AW00020425,M,F,30000,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,58,1
20426,24,AW00020426,M,M,30000,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,64,1
20427,29,AW00020427,S,M,40000,3,0,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,63,1
20428,4,AW00020428,M,M,40000,3,0,Partial College,Skilled Manual,0,2,1-2 Miles,Pacific,63,0
20429,2,AW00020429,M,M,40000,3,0,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,63,1
20430,22,AW00020430,M,M,70000,2,0,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,62,1
20431,536,AW00020431,S,M,40000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,41,0
20432,626,AW00020432,S,M,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,41,0
20433,545,AW00020433,M,F,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,41,0
20434,329,AW00020434,S,M,60000,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,41,1
20435,335,AW00020435,M,F,60000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,41,0
20436,352,AW00020436,S,F,60000,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,41,1
20437,383,AW00020437,S,F,60000,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,41,1
20438,383,AW00020438,S,M,60000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,41,0
20439,329,AW00020439,M,F,60000,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,38,0
20440,355,AW00020440,S,F,60000,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,38,0
20441,59,AW00020441,M,F,60000,0,0,Partial College,Professional,0,2,1-2 Miles,North America,37,0
20442,301,AW00020442,M,M,70000,0,0,Partial College,Professional,1,2,5-10 Miles,North America,44,1
20443,326,AW00020443,S,M,60000,0,0,Partial College,Professional,0,2,1-2 Miles,North America,40,0
20444,31,AW00020444,S,F,80000,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,55,1
20445,5,AW00020445,M,F,80000,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,55,1
20446,25,AW00020446,M,M,80000,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,61,1
20447,15,AW00020447,S,F,80000,2,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,60,1
20448,16,AW00020448,M,M,80000,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,55,1
20449,302,AW00020449,S,F,60000,0,0,Partial College,Professional,0,2,1-2 Miles,North America,40,0
20450,5,AW00020450,S,M,70000,2,0,High School,Professional,1,2,5-10 Miles,Pacific,59,1
20451,10,AW00020451,S,F,70000,2,0,High School,Professional,1,2,5-10 Miles,Pacific,59,1
20452,39,AW00020452,S,F,70000,2,0,High School,Professional,0,2,5-10 Miles,Pacific,48,1
20453,16,AW00020453,M,M,100000,1,1,Bachelors,Management,1,2,0-1 Miles,Pacific,52,0
20454,26,AW00020454,S,M,110000,5,1,Bachelors,Management,1,4,2-5 Miles,Pacific,58,0
20455,37,AW00020455,M,M,110000,4,1,Bachelors,Management,1,4,2-5 Miles,Pacific,52,0
20456,39,AW00020456,S,M,130000,0,0,Graduate Degree,Management,1,3,0-1 Miles,Pacific,58,1
20457,545,AW00020457,M,F,60000,0,0,Partial College,Professional,1,2,5-10 Miles,North America,37,0
20458,302,AW00020458,M,M,60000,0,0,Partial College,Professional,1,2,5-10 Miles,North America,42,0
20459,307,AW00020459,M,F,60000,0,0,High School,Professional,1,2,5-10 Miles,North America,42,1
20460,12,AW00020460,M,M,110000,1,2,Bachelors,Management,1,1,2-5 Miles,Pacific,46,0
20461,361,AW00020461,S,F,150000,0,0,Bachelors,Management,0,1,0-1 Miles,North America,50,1
20462,385,AW00020462,S,F,160000,0,0,Graduate Degree,Management,0,4,1-2 Miles,North America,50,1
20463,314,AW00020463,M,F,60000,2,0,High School,Professional,0,2,1-2 Miles,North America,59,1
20464,536,AW00020464,M,F,70000,2,1,Partial College,Professional,1,0,0-1 Miles,North America,60,0
20465,310,AW00020465,M,F,80000,2,1,Bachelors,Management,1,1,0-1 Miles,North America,54,1
20466,352,AW00020466,M,M,90000,2,0,Partial College,Professional,1,1,5-10 Miles,North America,54,0
20467,618,AW00020467,M,F,60000,2,0,High School,Professional,0,2,5-10 Miles,North America,60,0
20468,66,AW00020468,M,F,60000,2,0,High School,Professional,0,2,1-2 Miles,North America,60,1
20469,536,AW00020469,M,M,70000,3,0,Partial College,Professional,0,2,5-10 Miles,North America,60,0
20470,62,AW00020470,S,F,70000,3,0,Partial College,Professional,1,2,5-10 Miles,North America,54,1
20471,623,AW00020471,M,M,50000,2,0,Graduate Degree,Management,1,2,1-2 Miles,North America,85,0
20472,536,AW00020472,S,M,90000,4,4,Partial College,Professional,1,3,2-5 Miles,North America,46,1
20473,536,AW00020473,M,M,90000,5,5,Partial College,Professional,1,3,0-1 Miles,North America,51,0
20474,542,AW00020474,M,M,100000,3,1,Bachelors,Management,1,4,0-1 Miles,North America,46,0
20475,307,AW00020475,M,M,110000,2,2,Bachelors,Management,1,3,2-5 Miles,North America,51,0
20476,361,AW00020476,S,F,130000,1,2,Graduate Degree,Management,0,1,0-1 Miles,North America,51,1
20477,361,AW00020477,S,M,130000,2,2,Graduate Degree,Management,0,2,0-1 Miles,North America,51,0
20478,58,AW00020478,M,M,80000,4,3,Bachelors,Management,0,0,0-1 Miles,North America,46,0
20479,66,AW00020479,M,M,80000,4,3,Bachelors,Management,1,0,2-5 Miles,North America,47,0
20480,543,AW00020480,S,M,40000,3,2,High School,Skilled Manual,1,2,0-1 Miles,North America,49,1
20481,345,AW00020481,M,M,40000,3,2,High School,Skilled Manual,1,2,2-5 Miles,North America,49,1
20482,612,AW00020482,S,F,70000,1,0,Bachelors,Professional,0,1,2-5 Miles,North America,49,1
20483,64,AW00020483,M,M,70000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,54,1
20484,352,AW00020484,S,F,50000,4,0,Bachelors,Management,0,2,1-2 Miles,North America,74,1
20485,338,AW00020485,M,M,50000,4,0,Bachelors,Management,1,2,10+ Miles,North America,63,0
20486,385,AW00020486,M,M,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,74,0
20487,609,AW00020487,M,M,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,74,0
20488,623,AW00020488,M,F,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,74,0
20489,626,AW00020489,S,M,70000,5,0,Bachelors,Management,1,2,10+ Miles,North America,68,0
20490,339,AW00020490,M,F,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,73,0
20491,616,AW00020491,M,M,70000,5,0,Bachelors,Management,1,2,10+ Miles,North America,74,0
20492,54,AW00020492,M,F,70000,5,0,Bachelors,Management,1,2,1-2 Miles,North America,73,0
20493,545,AW00020493,M,M,70000,5,0,Bachelors,Management,1,2,1-2 Miles,North America,68,0
